LIGN,PEAT,OILS,COAG,COAL,SHAL,OTHE,CCGT,BIOD,WSTE,OTHR,PVFI_NL,PVUT,PVTO,PVRO_NL,GEOT,HYPS,HYRR,HYRS,TIDE,NUCL,WDOF,WDON,WDNS_NL
1137,1100,840,838,820,758,571,490,230,230,76,48,41,41,41,38,24,24,24,17,12,12,11,11
